date,date,filing_date,currency_symbol,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,commonStock,capitalStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,cashAndEquivalents,totalCurrentLiabilities,currentDeferredRevenue,netDebt,shortTermDebt,shortLongTermDebt,shortLongTermDebtTotal,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,noncontrollingInterestInConsolidatedEntity,temporaryEquityRedeemableNoncontrollingInterests,accumulatedOtherComprehensiveIncome,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,nonCurrrentAssetsOther,deferredLongTermAssetCharges,nonCurrentAssetsTotal,capitalLeaseObligations,longTermDebtTotal,nonCurrentLiabilitiesOther,nonCurrentLiabilitiesTotal,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurpluse,liabilitiesAndStockholdersEquity,cashAndShortTermInvestments,propertyPlantAndEquipmentGross,propertyPlantAndEquipmentNet,accumulatedDepreciation,netWorkingCapital,netInvestedCapital,commonStockSharesOutstanding
2009-12-31,2009-12-31,2010-01-25,USD,53926000000.00,241000000.00,,1667000000.00,18158000000.00,35768000000.00,922000000.00,3996000000.00,8962000000.00,,26695000000.00,2292000000.00,253000000.00,17479000000.00,7609000000.00,7609000000.00,13097000000.00,2590000000.00,-7609000000.00,1713000000.00,,,111000000.00,3115000000.00,31920000000.00,15024000000.00,35274000000.00,17187000000.00,4881000000.00,0.00,576000000.00,6511000000.00,0.00,0.00,0.00,111000000.00,0.00,8962000000.00,0.00,26695000000.00,0.00,,1831000000.00,,20594000000.00,,,4139000000.00,5061000000.00,,,,,53926000000.00,24796000000.00,,3115000000.00,,,,25753924000.00
2010-03-31,2010-03-31,2010-04-21,USD,57057000000.00,263000000.00,,4515000000.00,17709000000.00,39348000000.00,941000000.00,4021000000.00,9553000000.00,,29670000000.00,2239000000.00,480000000.00,21217000000.00,10018000000.00,10018000000.00,12229000000.00,2542000000.00,-10018000000.00,1829000000.00,,,125000000.00,3504000000.00,31194000000.00,18549000000.00,38605000000.00,13137000000.00,2886000000.00,0.00,638000000.00,5666000000.00,0.00,0.00,0.00,125000000.00,0.00,9553000000.00,0.00,29670000000.00,0.00,,1796000000.00,,24721000000.00,,,4539000000.00,5480000000.00,,,,,57057000000.00,23155000000.00,,3504000000.00,,,,25840584000.00
2010-06-30,2010-06-30,2010-07-21,USD,64725000000.00,318000000.00,,3188000000.00,21614000000.00,43111000000.00,1021000000.00,4452000000.00,10133000000.00,,32870000000.00,2174000000.00,714000000.00,24702000000.00,9705000000.00,9705000000.00,15612000000.00,2691000000.00,-9705000000.00,1927000000.00,,,108000000.00,3990000000.00,34817000000.00,21551000000.00,42079000000.00,14583000000.00,6399000000.00,0.00,942000000.00,8469000000.00,0.00,0.00,0.00,108000000.00,0.00,10133000000.00,0.00,32870000000.00,0.00,,903000000.00,,28692000000.00,,,4981000000.00,6002000000.00,,,,,64725000000.00,24288000000.00,,3990000000.00,,,,25966108000.00
2010-09-30,2010-09-30,2010-10-27,USD,75183000000.00,342000000.00,,3447000000.00,27392000000.00,47791000000.00,1139000000.00,5723000000.00,10668000000.00,,37169000000.00,2370000000.00,741000000.00,28737000000.00,11261000000.00,11261000000.00,20722000000.00,2984000000.00,-11261000000.00,2466000000.00,,,-46000000.00,4768000000.00,40042000000.00,25391000000.00,46708000000.00,14359000000.00,9924000000.00,0.00,1051000000.00,12015000000.00,0.00,0.00,0.00,-46000000.00,0.00,10668000000.00,0.00,37169000000.00,0.00,,2263000000.00,,33505000000.00,,,5531000000.00,6670000000.00,,,,,75183000000.00,25620000000.00,,4768000000.00,,,,26128312000.00
2010-12-31,2010-12-31,2011-01-19,USD,86742000000.00,522000000.00,,3467000000.00,32076000000.00,54666000000.00,1216000000.00,5953000000.00,11502000000.00,,43050000000.00,2863000000.00,741000000.00,36947000000.00,10734000000.00,10734000000.00,23795000000.00,3541000000.00,-10734000000.00,2769000000.00,,,114000000.00,5868000000.00,42203000000.00,32730000000.00,53403000000.00,16243000000.00,10874000000.00,0.00,885000000.00,14301000000.00,0.00,0.00,0.00,114000000.00,0.00,11502000000.00,0.00,43050000000.00,0.00,,2952276000.00,,42815000000.00,,,7065000000.00,8281000000.00,,,,,86742000000.00,26977000000.00,,5868000000.00,,,,26128312000.00
2011-03-31,2011-03-31,2011-04-21,USD,94904000000.00,507000000.00,,4055000000.00,33427000000.00,61477000000.00,1230000000.00,7022000000.00,12326000000.00,,49025000000.00,2950000000.00,741000000.00,41666000000.00,15978000000.00,15978000000.00,24327000000.00,3591000000.00,-15978000000.00,4272000000.00,,,126000000.00,6241000000.00,45314000000.00,36533000000.00,60229000000.00,13256000000.00,11095000000.00,0.00,930000000.00,13714000000.00,0.00,0.00,0.00,126000000.00,0.00,12326000000.00,0.00,49025000000.00,0.00,,3883317000.00,,47907000000.00,,,7870000000.00,9100000000.00,,,,,94904000000.00,29234000000.00,,6241000000.00,,,,26206432000.00
2011-06-30,2011-06-30,2011-07-20,USD,106758000000.00,1169000000.00,,4251000000.00,37415000000.00,69343000000.00,1407000000.00,7597000000.00,12715000000.00,,56239000000.00,3225000000.00,741000000.00,53111000000.00,12091000000.00,12091000000.00,26859000000.00,3992000000.00,-12091000000.00,,,,389000000.00,6749000000.00,45006000000.00,47761000000.00,67433000000.00,16304000000.00,11471000000.00,0.00,889000000.00,15270000000.00,0.00,0.00,0.00,389000000.00,0.00,12715000000.00,0.00,56239000000.00,0.00,,3440000000.00,,59860000000.00,,,9149000000.00,10556000000.00,,,,,106758000000.00,28395000000.00,,6749000000.00,,,,26258680000.00
2011-09-30,2011-09-30,2011-10-26,USD,116371000000.00,3536000000.00,,4529000000.00,39756000000.00,76615000000.00,1686000000.00,9247000000.00,13331000000.00,,62841000000.00,3627000000.00,896000000.00,63606000000.00,9815000000.00,9815000000.00,27970000000.00,4091000000.00,-9815000000.00,5606000000.00,,,443000000.00,7777000000.00,42974000000.00,55618000000.00,72183000000.00,16137000000.00,11717000000.00,0.00,776000000.00,14632000000.00,0.00,0.00,0.00,443000000.00,0.00,13331000000.00,0.00,62841000000.00,0.00,,1542000000.00,,71383000000.00,,,10100000000.00,11786000000.00,,,,,116371000000.00,25952000000.00,,7777000000.00,,,,26306476000.00
2011-12-31,2011-12-31,2012-01-25,USD,138681000000.00,3472000000.00,,4958000000.00,48627000000.00,90054000000.00,2187000000.00,11500000000.00,13961000000.00,,75709000000.00,4295000000.00,896000000.00,76094000000.00,10310000000.00,10310000000.00,34607000000.00,4886000000.00,-10310000000.00,6895000000.00,,,384000000.00,7816000000.00,52834000000.00,67445000000.00,85686000000.00,19846000000.00,16484000000.00,0.00,1236000000.00,18221000000.00,0.00,0.00,0.00,384000000.00,0.00,13961000000.00,0.00,75709000000.00,0.00,,4279063000.00,,83910000000.00,,,11833000000.00,14020000000.00,,,,,138681000000.00,30156000000.00,,7816000000.00,,,,26364016000.00
2012-03-31,2012-03-31,2012-04-25,USD,150934000000.00,3604000000.00,,5050000000.00,48436000000.00,102498000000.00,2446000000.00,9778000000.00,14850000000.00,,87124000000.00,4696000000.00,1141000000.00,91375000000.00,10121000000.00,10121000000.00,32036000000.00,5247000000.00,-10121000000.00,5835000000.00,,,524000000.00,8847000000.00,48459000000.00,81638000000.00,97753000000.00,18417000000.00,13769000000.00,0.00,1102000000.00,17011000000.00,0.00,0.00,0.00,524000000.00,0.00,14850000000.00,0.00,87124000000.00,0.00,,2739000000.00,,100222000000.00,,,13954000000.00,16400000000.00,,,,,150934000000.00,28538000000.00,,8847000000.00,,,,26457004000.00
2012-06-30,2012-06-30,2012-07-25,USD,162896000000.00,4329000000.00,,6560000000.00,51150000000.00,111746000000.00,2530000000.00,10430000000.00,15573000000.00,,95641000000.00,4895000000.00,1132000000.00,100466000000.00,7945000000.00,7945000000.00,33060000000.00,5822000000.00,-7945000000.00,5788000000.00,,,532000000.00,10487000000.00,49634000000.00,89567000000.00,106285000000.00,19709000000.00,14298000000.00,0.00,1122000000.00,16808000000.00,0.00,0.00,0.00,532000000.00,0.00,15573000000.00,0.00,95641000000.00,0.00,,3129000000.00,,110953000000.00,,,15560000000.00,18090000000.00,,,,,162896000000.00,27654000000.00,,10487000000.00,,,,26517652000.00
2012-09-30,2012-09-30,2012-10-31,USD,176064000000.00,4224000000.00,,6458000000.00,57854000000.00,118210000000.00,2648000000.00,11414000000.00,16422000000.00,,101289000000.00,5465000000.00,1135000000.00,102959000000.00,10746000000.00,10746000000.00,38542000000.00,5953000000.00,-10746000000.00,6310000000.00,,,499000000.00,15452000000.00,55070000000.00,92122000000.00,112851000000.00,18383000000.00,18692000000.00,0.00,791000000.00,21175000000.00,0.00,0.00,0.00,499000000.00,0.00,16422000000.00,0.00,101289000000.00,0.00,,5478000000.00,,118411000000.00,,,16664000000.00,19312000000.00,,,,,176064000000.00,29129000000.00,,15452000000.00,,,,26549208000.00
2012-12-31,2012-12-31,2013-01-24,USD,196088000000.00,4462000000.00,,6644000000.00,68742000000.00,127346000000.00,2938000000.00,13207000000.00,17167000000.00,,109567000000.00,6209000000.00,1381000000.00,108318000000.00,16154000000.00,16154000000.00,46879000000.00,7274000000.00,-16154000000.00,7461000000.00,,,612000000.00,15422000000.00,69453000000.00,97292000000.00,121503000000.00,23666000000.00,21534000000.00,0.00,1455000000.00,26398000000.00,0.00,0.00,0.00,612000000.00,0.00,17167000000.00,0.00,109567000000.00,0.00,,2288000000.00,,123740000000.00,,,18925000000.00,21863000000.00,,,,,196088000000.00,39820000000.00,,15422000000.00,,,,26522076000.00
2013-03-31,2013-03-31,2013-04-24,USD,194743000000.00,4136000000.00,,6377000000.00,59253000000.00,135490000000.00,2877000000.00,13331000000.00,17954000000.00,,116572000000.00,7264000000.00,1400000000.00,116380000000.00,12053000000.00,12053000000.00,35508000000.00,7265000000.00,-12053000000.00,7629000000.00,,,964000000.00,15026000000.00,60095000000.00,105550000000.00,129954000000.00,27084000000.00,13336000000.00,0.00,1245000000.00,14912000000.00,0.00,0.00,0.00,964000000.00,0.00,17954000000.00,0.00,116572000000.00,0.00,,2052000000.00,,131406000000.00,,,20868000000.00,23745000000.00,,,,,194743000000.00,39137000000.00,,15026000000.00,,,,26488980000.00
2013-06-30,2013-06-30,2013-07-24,USD,199856000000.00,4353000000.00,,7270000000.00,76502000000.00,123354000000.00,2672000000.00,13470000000.00,19024000000.00,,104564000000.00,7155000000.00,1522000000.00,115310000000.00,11248000000.00,11248000000.00,36319000000.00,7333000000.00,5710000000.00,7420000000.00,,16958000000.00,-234000000.00,16327000000.00,65026000000.00,104014000000.00,117479000000.00,31358000000.00,13453000000.00,16958000000.00,1697000000.00,15516000000.00,0.00,0.00,0.00,-234000000.00,0.00,19024000000.00,0.00,104564000000.00,0.00,,2228000000.00,,131637000000.00,,16958000000.00,20553000000.00,40183000000.00,,,,,199856000000.00,42606000000.00,,16327000000.00,,,,25879420000.00
2013-09-30,2013-09-30,2013-10-30,USD,207000000000.00,4179000000.00,,6882000000.00,83451000000.00,123549000000.00,2625000000.00,13856000000.00,19764000000.00,,104256000000.00,6344000000.00,1577000000.00,117117000000.00,14259000000.00,14259000000.00,43658000000.00,7435000000.00,2701000000.00,7679000000.00,,16960000000.00,-471000000.00,16597000000.00,69833000000.00,106215000000.00,117793000000.00,26287000000.00,20641000000.00,16960000000.00,1764000000.00,22367000000.00,0.00,0.00,0.00,-471000000.00,0.00,19764000000.00,0.00,104256000000.00,0.00,,5146000000.00,,133714000000.00,,16960000000.00,20208000000.00,39793000000.00,,,,,207000000000.00,40546000000.00,,16597000000.00,,,,25455668000.00
2013-12-31,2013-12-31,2014-01-28,USD,225184000000.00,4105000000.00,,8574000000.00,95500000000.00,129684000000.00,3071000000.00,15824000000.00,20559000000.00,,109431000000.00,6464000000.00,2022000000.00,129349000000.00,14077000000.00,14077000000.00,53769000000.00,8357000000.00,2884000000.00,9683000000.00,,16961000000.00,-306000000.00,15488000000.00,76605000000.00,118131000000.00,123557000000.00,26634000000.00,25198000000.00,16961000000.00,2122000000.00,29588000000.00,0.00,0.00,0.00,-306000000.00,0.00,20559000000.00,0.00,109431000000.00,0.00,,1349000000.00,,144837000000.00,,16961000000.00,21699000000.00,41731000000.00,,,,,225184000000.00,40711000000.00,,15488000000.00,,,,25240656000.00
2014-03-31,2014-03-31,2014-04-24,USD,205989000000.00,3928000000.00,,7528000000.00,85810000000.00,120179000000.00,3164000000.00,15984000000.00,21496000000.00,,98934000000.00,6169000000.00,2055000000.00,120328000000.00,18949000000.00,18949000000.00,43208000000.00,8310000000.00,-1987000000.00,10056000000.00,,16962000000.00,12879000000.00,15120000000.00,66527000000.00,109239000000.00,114196000000.00,22401000000.00,15820000000.00,16962000000.00,1829000000.00,18914000000.00,0.00,0.00,0.00,-251000000.00,0.00,8617000000.00,0.00,98934000000.00,0.00,,1092000000.00,,135448000000.00,,16962000000.00,22476000000.00,42602000000.00,,,,,205989000000.00,41350000000.00,,15120000000.00,,,,24626784000.00
2014-06-30,2014-06-30,2014-07-23,USD,222520000000.00,3767000000.00,,7825000000.00,101580000000.00,120940000000.00,3058000000.00,15264000000.00,22139000000.00,,98715000000.00,6186000000.00,2374000000.00,136986000000.00,12977000000.00,12977000000.00,46205000000.00,8396000000.00,18063000000.00,2010000000.00,,31040000000.00,86000000.00,17585000000.00,64065000000.00,126685000000.00,114799000000.00,24828000000.00,16841000000.00,29030000000.00,1594000000.00,20535000000.00,0.00,0.00,0.00,86000000.00,0.00,22139000000.00,0.00,98715000000.00,0.00,,276000000.00,,154571000000.00,,29030000000.00,23287000000.00,55375000000.00,,,,,222520000000.00,37805000000.00,,17585000000.00,,,,24206844000.00
2014-09-30,2014-09-30,2014-10-27,USD,231839000000.00,4142000000.00,,9806000000.00,120292000000.00,111547000000.00,3031000000.00,18453000000.00,23313000000.00,,87152000000.00,7598000000.00,4616000000.00,142684000000.00,13844000000.00,13844000000.00,63448000000.00,8491000000.00,21451000000.00,6308000000.00,35295000000.00,35295000000.00,1082000000.00,20624000000.00,64213000000.00,130162000000.00,102789000000.00,11233000000.00,27219000000.00,28987000000.00,2111000000.00,30196000000.00,0.00,0.00,0.00,1082000000.00,0.00,23313000000.00,0.00,87152000000.00,0.00,,3764000000.00,,163308000000.00,,28987000000.00,24826000000.00,56844000000.00,,,,,231839000000.00,25077000000.00,,20624000000.00,,,,23888328000.00
2014-12-31,2014-12-31,2015-01-28,USD,261894000000.00,4370000000.00,,13635000000.00,138566000000.00,123328000000.00,3480000000.00,22724000000.00,24187000000.00,,97178000000.00,9080000000.00,4629000000.00,158099000000.00,19478000000.00,19478000000.00,73611000000.00,8987000000.00,16925000000.00,3899000000.00,,36403000000.00,1963000000.00,20392000000.00,78357000000.00,145492000000.00,114329000000.00,12985000000.00,29976000000.00,32504000000.00,2283000000.00,38001000000.00,0.00,0.00,0.00,1963000000.00,0.00,24187000000.00,0.00,97178000000.00,0.00,,-1438000000.00,,178491000000.00,,32504000000.00,28971000000.00,64955000000.00,,,,,261894000000.00,32463000000.00,,20392000000.00,,,,23527212000.00
2015-03-31,2015-03-31,2015-04-28,USD,261194000000.00,4061000000.00,,9094000000.00,132188000000.00,129006000000.00,3571000000.00,22827000000.00,25376000000.00,,100920000000.00,9562000000.00,4711000000.00,173152000000.00,14489000000.00,14489000000.00,58729000000.00,8944000000.00,29382000000.00,3799000000.00,,43871000000.00,2710000000.00,20151000000.00,62750000000.00,160443000000.00,120234000000.00,18607000000.00,18164000000.00,40072000000.00,2396000000.00,23159000000.00,0.00,0.00,0.00,2710000000.00,0.00,25376000000.00,0.00,100920000000.00,0.00,,-1204000000.00,,193303000000.00,,40072000000.00,29816000000.00,73459000000.00,,,,,261194000000.00,33096000000.00,,20151000000.00,,,,23339432000.00
2015-06-30,2015-06-30,2015-07-22,USD,273151000000.00,3779000000.00,,9291000000.00,147474000000.00,125677000000.00,3474000000.00,22724000000.00,26327000000.00,,98252000000.00,10231000000.00,5044000000.00,181049000000.00,15319000000.00,15319000000.00,65285000000.00,9088000000.00,39099000000.00,6999000000.00,,54418000000.00,1098000000.00,21149000000.00,65943000000.00,168145000000.00,116854000000.00,19384000000.00,19907000000.00,47419000000.00,2042000000.00,26474000000.00,0.00,0.00,0.00,1098000000.00,0.00,26327000000.00,0.00,98252000000.00,0.00,,-929000000.00,,202198000000.00,,47419000000.00,31296000000.00,82189000000.00,,,,,273151000000.00,34703000000.00,,21149000000.00,,,,23092396000.00
2015-09-30,2015-09-30,2015-10-28,USD,290479000000.00,3893000000.00,,9539000000.00,171124000000.00,119355000000.00,3624000000.00,25181000000.00,27416000000.00,,92284000000.00,12989000000.00,5116000000.00,178630000000.00,21120000000.00,21120000000.00,80610000000.00,8940000000.00,43342000000.00,10999000000.00,2513000000.00,64462000000.00,-345000000.00,22471000000.00,83832000000.00,164065000000.00,110346000000.00,20481000000.00,30343000000.00,53463000000.00,2349000000.00,35490000000.00,0.00,0.00,0.00,-345000000.00,0.00,27416000000.00,0.00,92284000000.00,0.00,,5556000000.00,,201101000000.00,,53463000000.00,33427000000.00,90514000000.00,,,,,290479000000.00,41601000000.00,,22471000000.00,,,,22730076000.00
2015-12-31,2015-12-31,2016-01-27,USD,293284000000.00,3924000000.00,,11073000000.00,165017000000.00,128267000000.00,3546000000.00,24032000000.00,28253000000.00,,101494000000.00,14104000000.00,5202000000.00,194765000000.00,16689000000.00,16689000000.00,76092000000.00,8989000000.00,46274000000.00,9759000000.00,,62963000000.00,-1480000000.00,22300000000.00,76219000000.00,177665000000.00,119141000000.00,21385000000.00,24621000000.00,53204000000.00,2451000000.00,33312000000.00,0.00,0.00,0.00,-1480000000.00,0.00,28253000000.00,0.00,101494000000.00,0.00,,7974000000.00,,217065000000.00,,53204000000.00,32175000000.00,88925000000.00,,,,,293284000000.00,38074000000.00,,22300000000.00,,,,22376508000.00
2016-03-31,2016-03-31,2016-04-27,USD,305277000000.00,3843000000.00,,10204000000.00,174820000000.00,130457000000.00,3322000000.00,23208000000.00,29484000000.00,,102021000000.00,14226000000.00,5249000000.00,194482000000.00,21514000000.00,21514000000.00,68265000000.00,9461000000.00,58358000000.00,10498000000.00,10498000000.00,79872000000.00,-1048000000.00,23203000000.00,87592000000.00,177645000000.00,121365000000.00,33769000000.00,19824000000.00,69374000000.00,2281000000.00,25098000000.00,0.00,0.00,0.00,-1048000000.00,0.00,29484000000.00,0.00,102021000000.00,0.00,,7745000000.00,,217685000000.00,,69374000000.00,33859000000.00,106555000000.00,,,,,305277000000.00,55283000000.00,,23203000000.00,,,,22163544000.00
2016-06-30,2016-06-30,2016-07-27,USD,305602000000.00,3506000000.00,,11132000000.00,179061000000.00,126541000000.00,3064000000.00,20820000000.00,30106000000.00,,96542000000.00,14076000000.00,5261000000.00,186393000000.00,18237000000.00,18237000000.00,71486000000.00,8352000000.00,66698000000.00,15996000000.00,15996000000.00,84935000000.00,-107000000.00,25448000000.00,93761000000.00,169764000000.00,117774000000.00,43519000000.00,19042000000.00,68939000000.00,1831000000.00,26318000000.00,0.00,0.00,0.00,-107000000.00,0.00,30106000000.00,0.00,96542000000.00,0.00,,7862000000.00,,211841000000.00,,68939000000.00,35572000000.00,107575000000.00,,,,,305602000000.00,61756000000.00,,25448000000.00,,,,21891124000.00
2016-09-30,2016-09-30,2016-10-26,USD,321686000000.00,3206000000.00,,8283000000.00,193437000000.00,128249000000.00,2930000000.00,22027000000.00,31251000000.00,,96364000000.00,12985000000.00,5414000000.00,187807000000.00,20484000000.00,20484000000.00,79006000000.00,8080000000.00,66548000000.00,11605000000.00,3500000000.00,87032000000.00,634000000.00,27010000000.00,106869000000.00,170430000000.00,119629000000.00,46671000000.00,29299000000.00,75427000000.00,2132000000.00,37294000000.00,0.00,0.00,0.00,634000000.00,0.00,31251000000.00,0.00,96364000000.00,0.00,,8757000000.00,,214817000000.00,,75427000000.00,36074000000.00,114431000000.00,,,,,321686000000.00,67155000000.00,,27010000000.00,,,,21573332000.00
2016-12-31,2016-12-31,2017-02-01,USD,331141000000.00,2848000000.00,,12191000000.00,198751000000.00,132390000000.00,3163000000.00,23739000000.00,32144000000.00,,100001000000.00,14116000000.00,5423000000.00,201299000000.00,16371000000.00,16371000000.00,84130000000.00,7889000000.00,71178000000.00,13992000000.00,13992000000.00,87549000000.00,245000000.00,26510000000.00,103332000000.00,185638000000.00,124119000000.00,44081000000.00,27977000000.00,73557000000.00,2712000000.00,38510000000.00,0.00,0.00,0.00,245000000.00,0.00,32144000000.00,0.00,100001000000.00,0.00,,7390000000.00,,227809000000.00,,73557000000.00,37901000000.00,114621000000.00,,,,,331141000000.00,60452000000.00,,26510000000.00,,,,21311980000.00
2017-03-31,2017-03-31,2017-05-03,USD,334532000000.00,2617000000.00,,11367000000.00,200450000000.00,134082000000.00,3107000000.00,23096000000.00,33579000000.00,,100925000000.00,14351000000.00,5473000000.00,205379000000.00,15157000000.00,15157000000.00,73342000000.00,7682000000.00,83365000000.00,13991000000.00,13991000000.00,98522000000.00,-422000000.00,27163000000.00,101990000000.00,189740000000.00,125992000000.00,51944000000.00,20612000000.00,84531000000.00,2910000000.00,28573000000.00,0.00,0.00,0.00,-422000000.00,0.00,33579000000.00,0.00,100925000000.00,0.00,,7549000000.00,,232542000000.00,,84531000000.00,39470000000.00,127108000000.00,,,,,334532000000.00,67101000000.00,,27163000000.00,,,,21046752000.00
2017-06-30,2017-06-30,2017-08-02,USD,345173000000.00,2444000000.00,,10338000000.00,212748000000.00,132425000000.00,2984000000.00,23304000000.00,34445000000.00,,98525000000.00,11391000000.00,5661000000.00,203012000000.00,18571000000.00,18571000000.00,81302000000.00,7608000000.00,89768000000.00,18475000000.00,108603000000.00,108339000000.00,-545000000.00,29286000000.00,112875000000.00,184757000000.00,124320000000.00,58188000000.00,22632000000.00,89864000000.00,3146000000.00,31915000000.00,0.00,0.00,0.00,-545000000.00,0.00,34445000000.00,0.00,98525000000.00,0.00,,10150000000.00,,232298000000.00,,89864000000.00,38598000000.00,131446000000.00,,,,,345173000000.00,76759000000.00,,29286000000.00,,,,20933996000.00
2017-09-30,2017-09-30,2017-11-03,USD,375319000000.00,2298000000.00,,13936000000.00,241272000000.00,134047000000.00,2836000000.00,25744000000.00,35867000000.00,,98330000000.00,11747000000.00,5717000000.00,212891000000.00,20289000000.00,20289000000.00,100814000000.00,7548000000.00,95391000000.00,18473000000.00,6496000000.00,115680000000.00,-150000000.00,33783000000.00,128645000000.00,194714000000.00,126032000000.00,53892000000.00,35673000000.00,97207000000.00,4855000000.00,49049000000.00,0.00,0.00,0.00,-150000000.00,0.00,35867000000.00,0.00,98330000000.00,0.00,,10162000000.00,,246674000000.00,,97207000000.00,40415000000.00,140458000000.00,,,,,375319000000.00,74181000000.00,,33783000000.00,,,,20734340000.00
2017-12-31,2017-12-31,2018-02-02,USD,406794000000.00,2149000000.00,,11337000000.00,266595000000.00,140199000000.00,3131000000.00,26281000000.00,36447000000.00,,104593000000.00,46337000000.00,5889000000.00,229305000000.00,27491000000.00,27491000000.00,115788000000.00,8044000000.00,94909000000.00,18478000000.00,6498000000.00,122400000000.00,-841000000.00,33679000000.00,143810000000.00,207944000000.00,132161000000.00,49662000000.00,50899000000.00,103922000000.00,4421000000.00,62985000000.00,0.00,0.00,0.00,-841000000.00,0.00,36447000000.00,0.00,104593000000.00,0.00,,13323000000.00,,262984000000.00,,103922000000.00,43754000000.00,150807000000.00,,,,,406794000000.00,77153000000.00,,33679000000.00,,,,20631148000.00
2018-03-31,2018-03-31,2018-05-02,USD,367502000000.00,,,12043000000.00,240624000000.00,126878000000.00,3087000000.00,26756000000.00,38044000000.00,,91898000000.00,49942000000.00,0.00,23086000000.00,45059000000.00,45059000000.00,89320000000.00,7775000000.00,76781000000.00,20478000000.00,8498000000.00,121840000000.00,-3064000000.00,35077000000.00,130053000000.00,179286000000.00,126878000000.00,42881000000.00,22408000000.00,101362000000.00,7662000000.00,34311000000.00,0.00,0.00,0.00,-3064000000.00,0.00,38044000000.00,0.00,91898000000.00,0.00,,23086000000.00,,237449000000.00,,101362000000.00,46855000000.00,151304000000.00,,,,,367502000000.00,87940000000.00,,35077000000.00,,,,20273972000.00
2018-06-30,2018-06-30,2018-08-01,USD,349197000000.00,,,12488000000.00,234248000000.00,114949000000.00,2878000000.00,25184000000.00,38624000000.00,,79436000000.00,48572000000.00,0.00,22546000000.00,31971000000.00,31971000000.00,88548000000.00,7403000000.00,82629000000.00,17472000000.00,5498000000.00,114600000000.00,-3111000000.00,38117000000.00,115761000000.00,172773000000.00,114949000000.00,38999000000.00,26367000000.00,97128000000.00,5936000000.00,38489000000.00,0.00,0.00,0.00,-3111000000.00,0.00,38624000000.00,0.00,79436000000.00,0.00,,22546000000.00,,233436000000.00,,97128000000.00,45694000000.00,145700000000.00,,,,,349197000000.00,70970000000.00,,38117000000.00,,,,19706436000.00
2018-09-30,2018-09-30,2018-11-05,USD,365725000000.00,,,12087000000.00,258578000000.00,107147000000.00,2797000000.00,32687000000.00,40201000000.00,,70400000000.00,47977000000.00,0.00,22283000000.00,25913000000.00,25913000000.00,116866000000.00,7543000000.00,88570000000.00,20748000000.00,8784000000.00,114483000000.00,-3454000000.00,41304000000.00,131339000000.00,170799000000.00,107147000000.00,40388000000.00,48995000000.00,93735000000.00,3956000000.00,55888000000.00,0.00,0.00,0.00,-3454000000.00,0.00,40201000000.00,0.00,70400000000.00,0.00,,22283000000.00,,234386000000.00,,93735000000.00,45180000000.00,141712000000.00,,,,,365725000000.00,66301000000.00,,41304000000.00,,,,19390188000.00
2018-12-31,2018-12-31,2019-01-30,USD,373719000000.00,,,12432000000.00,255827000000.00,117892000000.00,,36703000000.00,40970000000.00,,80510000000.00,54555000000.00,,34686000000.00,44771000000.00,44771000000.00,108283000000.00,5546000000.00,69959000000.00,21741000000.00,9772000000.00,114730000000.00,-3588000000.00,39597000000.00,140828000000.00,158608000000.00,117892000000.00,41656000000.00,36981000000.00,92989000000.00,4988000000.00,44293000000.00,,,,-3588000000.00,,40970000000.00,,80510000000.00,,,34686000000.00,,232891000000.00,,92989000000.00,54555000000.00,147544000000.00,,,,,373719000000.00,86427000000.00,,39597000000.00,,,,19093008000.00
2019-03-31,2019-03-31,2019-05-01,USD,341998000000.00,,,12092000000.00,236138000000.00,105860000000.00,,35368000000.00,42801000000.00,,64558000000.00,52165000000.00,,34587000000.00,37988000000.00,37988000000.00,93772000000.00,5532000000.00,74642000000.00,22429000000.00,22429000000.00,112630000000.00,-1499000000.00,38746000000.00,123346000000.00,145319000000.00,105860000000.00,42104000000.00,26278000000.00,90201000000.00,4884000000.00,30443000000.00,,,,-1499000000.00,,42801000000.00,,64558000000.00,,,34587000000.00,,218652000000.00,,90201000000.00,52165000000.00,142366000000.00,,,,,341998000000.00,80092000000.00,,38746000000.00,,,,18802584000.00
2019-06-30,2019-06-30,2019-07-31,USD,322239000000.00,,,10530000000.00,225783000000.00,96456000000.00,,31673000000.00,43371000000.00,,53724000000.00,51143000000.00,,33634000000.00,50530000000.00,50530000000.00,89704000000.00,5434000000.00,57888000000.00,23482000000.00,23482000000.00,108418000000.00,-639000000.00,37636000000.00,134973000000.00,115996000000.00,96456000000.00,44084000000.00,26474000000.00,84936000000.00,3355000000.00,29115000000.00,,,,-639000000.00,,43371000000.00,,53724000000.00,,,33634000000.00,,187266000000.00,,84936000000.00,51143000000.00,136079000000.00,,,,,322239000000.00,94614000000.00,,37636000000.00,,,,18405520000.00
